"","days","id","value","cluster"
"208",27,"4",0.992188878240065,2
"209",28,"4",0.992290911049939,2
"210",29,"4",0.992359068966935,2
"211",30,"4",0.992489262832335,2
"212",31,"4",0.992640067325329,2
"213",32,"4",0.992698532125387,2
"214",33,"4",0.992796279557247,2
"215",34,"4",0.992934329949007,2
"216",35,"4",0.993052075811602,2
"217",36,"4",0.993073094570436,2
"218",37,"4",0.993146762259166,2
"219",38,"4",0.993225327522769,2
"220",39,"4",0.993251651987716,2
"221",40,"4",0.99333807377768,2
"222",41,"4",0.993396130446499,2
"223",42,"4",0.993394497921541,2
"224",43,"4",0.993363684012959,2
"225",44,"4",0.993366336866015,2
"226",45,"4",0.993438678128216,2
"227",46,"4",0.993516325096531,2
"228",47,"4",0.993566219140559,2
"229",48,"4",0.993560607336016,2
"230",49,"4",0.99360621600203,2
"231",50,"4",0.99367916946109,2
"232",51,"4",0.99365478361953,2
"233",52,"4",0.99369539267786,2
"234",53,"4",0.993736103769,2
"235",54,"4",0.9936710068363,2
"236",55,"4",0.993561423598495,2
"237",56,"4",0.993572341109152,2
"238",57,"4",0.993595400524183,2
"239",58,"4",0.993637336009042,2
"240",59,"4",0.9936792714939,2
"241",60,"4",0.993597033049141,2
"242",61,"4",0.993542751594288,2
"243",62,"4",0.993522957229172,2
"244",63,"4",0.993521018605785,2
"245",64,"4",0.993519182015207,2
"246",65,"4",0.99347612416944,2
"247",66,"4",0.993481633941173,2
"248",67,"4",0.993471532692996,2
"249",68,"4",0.993396742643358,2
"250",69,"4",0.993320422101572,2
"251",70,"4",0.993320422101572,2
"252",71,"4",0.993358582372465,2
"253",72,"4",0.993402354447901,2
"254",73,"4",0.993448575310774,2
"255",74,"4",0.993505407585874,2
"256",75,"4",0.993576320388737,2
"257",76,"4",0.993633152663837,2
"258",77,"4",0.993689984938937,2
"259",78,"4",0.993746817214037,2
"260",79,"4",0.993818750344998,2
"261",80,"4",0.99389068347596,2
"262",81,"4",0.993962616606921,2
"263",82,"4",0.994034651770693,2
"264",83,"4",0.994093014537941,2
"265",84,"4",0.994140663860152,2
"266",85,"4",0.994273102447369,2
"267",86,"4",0.994316262325946,2
"268",87,"4",0.994359524237333,2
"269",88,"4",0.99440278614872,2
"270",89,"4",0.994453190356797,2
"271",90,"4",0.994503696597685,2
"272",91,"4",0.994525327553379,2
"273",92,"4",0.994578486647323,2
"274",93,"4",0.994704701233138,2
"275",94,"4",0.994939478728659,2
"276",95,"4",0.995341385966754,2
"277",96,"4",0.995619425373662,2
"278",97,"4",0.995721152085107,2
"279",98,"4",0.995811349089036,2
"280",99,"4",0.996026740350681,2
"281",100,"4",0.996232846626627,2
"282",101,"4",0.996557004863598,2
"283",102,"4",0.996856777259009,2
"284",103,"4",0.997075739668999,2
"285",104,"4",0.99724603242868,2
"286",105,"4",0.99736000307731,2
"287",106,"4",0.997473973725939,2
"288",107,"4",0.997473871693129,2
"289",108,"4",0.997541009282027,2
"290",109,"4",0.997548967841197,2
"291",110,"4",0.997534377149385,2
"292",111,"4",0.997607126542825,2
"293",112,"4",0.997679977969076,2
"294",113,"4",0.99767661088635,2
"295",114,"4",0.997673345836434,2
"296",115,"4",0.997670080786518,2
"297",116,"4",0.997666713703792,2
"298",117,"4",0.997663448653876,2
"299",118,"4",0.99766018360396,2
"300",119,"4",0.997679569837836,2
"301",120,"4",0.997694874759317,2
"302",121,"4",0.997634267270252,2
"303",122,"4",0.997573659781187,2
"304",123,"4",0.997513154324931,2
"305",124,"4",0.99732725054534,2
"306",125,"4",0.997257358070576,2
"307",126,"4",0.997280417485607,2
"308",127,"4",0.997219299832493,2
"309",128,"4",0.997158182179378,2
"310",129,"4",0.996939117736578,2
"311",130,"4",0.996749540775831,2
"312",131,"4",0.996711380504938,2
"313",132,"4",0.996646181539428,2
"314",133,"4",0.9964009966973,2
"315",134,"4",0.996315697268245,2
"316",135,"4",0.996288352475199,2
"317",136,"4",0.996289474836107,2
"318",137,"4",0.996302535035771,2
"319",138,"4",0.996211725834983,2
"320",139,"4",0.996210297375645,2
"321",140,"4",0.995534738141466,2
"322",141,"4",0.994996821167808,2
"323",142,"4",0.994875096025628,2
"324",143,"4",0.994746942816426,2
"325",144,"4",0.994664092174808,2
"326",145,"4",0.994569303694435,2
"327",146,"4",0.99449981935091,2
"328",147,"4",0.994446558224156,2
"329",148,"4",0.994400031262853,2
"330",149,"4",0.99436176895915,2
"331",150,"4",0.994325139180405,2
"332",151,"4",0.996109999123538,2
"333",152,"4",1.00046271879278,2
"334",153,"4",1.00565955589811,2
"335",154,"4",1.0104808102303,2
"336",155,"4",1.01287235726095,2
"337",156,"4",1.01615975236229,2
"338",157,"4",1.01749168866239,2
"339",158,"4",1.01784125306902,2
"340",159,"4",1.01691632564751,2
"341",160,"4",1.01599150025881,2
"342",161,"4",1.01302571257419,2
"343",162,"4",1.01194773593786,2
"344",163,"4",1.01154562463415,2
"345",164,"4",1.01139237135372,2
"346",165,"4",1.01103913376593,2
"347",166,"4",1.01086078041427,2
"348",167,"4",1.01075609475134,2
"349",168,"4",1.01044111946726,2
"350",169,"4",1.01023889043809,2
"351",170,"4",1.01016083533853,2
"352",171,"4",1.01014124503904,2
"353",172,"4",1.01008420869832,2
"354",173,"4",1.01004247727908,2
"355",174,"4",1.00998911411951,2
"356",175,"4",1.00989718255782,2
"357",176,"4",1.00991687489012,2
"358",177,"4",1.0099342204678,2
"359",178,"4",1.00998146165877,2
"360",179,"4",1.01000737799248,2
"361",0,"5",0.879129289745591,4
"362",1,"5",0.877902894834376,4
"363",2,"5",0.876592128774479,4
"364",3,"5",0.875198799519084,4
"365",4,"5",0.874042914782127,4
"366",5,"5",0.872184941557913,4
"367",6,"5",0.870110013951372,4
"368",7,"5",0.870116643113054,4
"369",8,"5",0.870248021044575,4
"370",9,"5",0.869687555556895,4
"371",10,"5",0.86844308111382,4
"372",11,"5",0.867026248467006,4
"373",12,"5",0.868406922050098,4
"374",13,"5",0.871072447697421,4
"375",14,"5",0.869612826825204,4
"376",15,"5",0.870430624316368,4
"377",16,"5",0.871872165656724,4
"378",17,"5",0.872363928923334,4
"379",18,"5",0.872966579985356,4
"380",19,"5",0.873317322903452,4
"381",20,"5",0.873812099425372,4
"382",21,"5",0.8735879132303,4
"383",22,"5",0.873856695603962,4
"384",23,"5",0.874376180819425,4
"385",24,"5",0.87484263274143,4
"386",25,"5",0.875561595458422,4
"387",26,"5",0.87624379646063,4
"388",27,"5",0.876637327604131,4
"389",28,"5",0.877151991611097,4
"390",29,"5",0.876813301714241,4
"391",30,"5",0.87677714265052,4
"392",31,"5",0.877553959869466,4
"393",32,"5",0.878419366794529,4
"394",33,"5",0.878692970376687,4
"395",34,"5",0.879087706822311,4
"396",35,"5",0.879201607873033,4
"397",36,"5",0.879556569348564,4
"398",37,"5",0.879815106654172,4
"399",38,"5",0.879850663066831,4
"400",39,"5",0.880493089098946,4
"401",40,"5",0.881106587880084,4
"402",41,"5",0.881964762992404,4
"403",42,"5",0.882780752530381,4
"404",43,"5",0.883825749471927,4
"405",44,"5",0.88473876583089,4
"406",45,"5",0.885259456348477,4
"407",46,"5",0.882219081740577,4
"408",47,"5",0.881501324325709,4
"409",48,"5",0.881900881979829,4
"410",49,"5",0.882550539824689,4
"411",50,"5",0.883192363205742,4
"412",51,"5",0.883776934735903,4
"413",52,"5",0.884169863228341,4
"414",53,"5",0.8851353102297,4
"415",54,"5",0.886118234111858,4
"416",55,"5",0.887068614836667,4
"417",56,"5",0.887941856225536,4
"418",57,"5",0.888968773635221,4
"419",58,"5",0.890043300478806,4
"420",59,"5",0.89124860260285,4
"421",60,"5",0.892148360638448,4
"422",61,"5",0.893177688652382,4
"423",62,"5",0.894452295648558,4
"424",63,"5",0.895869730946433,4
"425",64,"5",0.897772903000298,4
"426",65,"5",0.89887334383955,4
"427",66,"5",0.899918943432158,4
"428",67,"5",0.901153775458241,4
"429",68,"5",0.902656184555861,4
"430",69,"5",0.904034447534705,4
"431",70,"5",0.905451280181519,4
"432",71,"5",0.906316687106582,4
"433",72,"5",0.906883781755944,4
"434",73,"5",0.907781731838357,4
"435",74,"5",0.915463122274887,4
"436",75,"5",0.920228886873356,4
"437",76,"5",0.923819481900882,4
"438",77,"5",0.925826309937415,4
"439",78,"5",0.927784323237924,4
"440",79,"5",0.929406057245824,4
"441",80,"5",0.931727469136732,4
"442",81,"5",0.934135662780572,4
"443",82,"5",0.936159967697903,4
"444",83,"5",0.938266835810731,4
"445",84,"5",0.941209580946584,4
"446",85,"5",0.942708976788894,4
"447",86,"5",0.943879325151341,4
"448",87,"5",0.945305800215146,4
"449",88,"5",0.947298164626191,4
"450",89,"5",0.949254369973514,4
"451",90,"5",0.951344363856605,4
"452",91,"5",0.953847776368244,4
"453",92,"5",0.955323668819135,4
"454",93,"5",0.956446407747682,4
"455",94,"5",0.957857816534937,4
"456",95,"5",0.959723624222957,4
"457",96,"5",0.964913052518027,4
"458",97,"5",0.970691270900692,4
"459",98,"5",0.974303561366451,4
"460",99,"5",0.976033772565516,4
"461",100,"5",0.97763863234368,4
"462",101,"5",0.979071736569168,4
"463",102,"5",0.980138428948946,4
"464",103,"5",0.981267194388113,4
"465",104,"5",0.982077157415471,4
"466",105,"5",0.983475307879361,4
"467",106,"5",0.984603470667466,4
"468",107,"5",0.985440552992614,4
"469",108,"5",0.986701299014364,4
"470",109,"5",0.987880084491679,4
"471",110,"5",0.988751517927362,4
"472",111,"5",0.989365016708501,4
"473",112,"5",0.990475099964745,4
"474",113,"5",0.991912422747667,4
"475",114,"5",0.992787472089723,4
"476",115,"5",0.993807157686664,4
"477",116,"5",0.995052234780801,4
"478",117,"5",0.996118927160579,4
"479",118,"5",0.997042791238659,4
"480",119,"5",0.997858178125574,4
"481",120,"5",0.99844395495786,4
"482",121,"5",0.99868260477842,4
"483",122,"5",0.999759542226253,4
"484",123,"5",1.0009172349164,4
"485",124,"5",1.00141924325106,4
"486",125,"5",1.00202370226627,4
"487",126,"5",1.00143250157443,4
"488",127,"5",1.00180132402438,4
"489",128,"5",1.00233949142277,4
"490",129,"5",1.00273603582158,4
"491",130,"5",1.00318501086279,4
"492",131,"5",1.00347548867468,4
"493",132,"5",1.00381237061835,4
"494",133,"5",1.00370509872931,4
"495",134,"5",1.00442767735267,4
"496",135,"5",1.00440959782081,4
"497",136,"5",1.00460787002022,4
"498",137,"5",1.00490377169167,4
"499",138,"5",1.00501224888284,4
"500",139,"5",1.00541843569864,4
"501",140,"5",1.00597769588419,4
"502",141,"5",1.00619465026652,4
"503",142,"5",1.00671775138836,4
"504",143,"5",1.0071661237785,4
"505",144,"5",1.00764041016431,4
"506",145,"5",1.00804358372481,4
"507",146,"5",1.00852811517867,4
"508",147,"5",1.0090958124791,4
"509",148,"5",1.00949295952897,4
"510",149,"5",1.00994675577867,4
"511",150,"5",1.01034510813067,4
"512",151,"5",1.01091220278003,4
"513",152,"5",1.01211509429982,4
"514",153,"5",1.01365727836754,4
"515",154,"5",1.01464080490076,4
"516",155,"5",1.01596965049252,4
"517",156,"5",1.01582501423763,4
"518",157,"5",1.01654578490781,4
"519",158,"5",1.0176106693344,4
"520",159,"5",1.01939813238436,4
"521",160,"5",1.0208842699033,4
"522",161,"5",1.02203653873389,4
"523",162,"5",1.02312010534341,4
"524",163,"5",1.0238993331666,4
"525",164,"5",1.0244483482841,4
"526",165,"5",1.02484790593822,4
"527",166,"5",1.02542886156201,4
"528",167,"5",1.02566811403363,4
"529",168,"5",1.02600921453474,4
"530",169,"5",1.02641359339736,4
"531",170,"5",1.02673601171554,4
"532",171,"5",1.02721029810135,4
"533",172,"5",1.02797204904374,4
"534",173,"5",1.02878261472216,4
"535",174,"5",1.02940635857136,4
"536",175,"5",1.03009398343312,4
"537",176,"5",1.03131013327628,4
"538",177,"5",1.0329077612417,4
"539",178,"5",1.03359056489497,4
"540",179,"5",1.03440173322445,4
"541",0,"6",0.980917546939271,2
"542",1,"6",0.974164189649682,2
"543",2,"6",0.971389139912847,2
"544",3,"6",0.969045620956885,2
"545",4,"6",0.967951808324197,2
"546",5,"6",0.967182922176449,2
"547",6,"6",0.966014891363049,2
"548",7,"6",0.965407509658307,2
"549",8,"6",0.965213406033533,2
"550",9,"6",0.96513293790076,2
"551",10,"6",0.964742742030104,2
"552",11,"6",0.964665114784631,2
"553",12,"6",0.964701336097706,2
"554",13,"6",0.964555598579215,2
"555",14,"6",0.964597075533796,2
"556",15,"6",0.964670938603596,2
"557",16,"6",0.964538056100138,2
"558",17,"6",0.964422929142305,2
"559",18,"6",0.96440488950795,2
"560",19,"6",0.964457516945183,2
"561",20,"6",0.964374705080387,2
"562",21,"6",0.964633438891236,2
"563",22,"6",0.964995936110717,2
"564",23,"6",0.965187909070016,2
"565",24,"6",0.965070651446708,2
"566",25,"6",0.965191673245688,2
"567",26,"6",0.965187909070016,2
"568",27,"6",0.965119372663903,2
"569",28,"6",0.965173704633516,2
"570",29,"6",0.965247354636768,2
"571",30,"6",0.965446855947412,2
"572",31,"6",0.965540747272677,2
"573",32,"6",0.965693800075965,2
"574",33,"6",0.965961624726174,2
"575",34,"6",0.966354235351036,2
"576",35,"6",0.967041730077639,2
"577",36,"6",0.967677165544469,2
"578",37,"6",0.968451449378087,2
"579",38,"6",0.968920763960049,2
"580",39,"6",0.969391143874749,2
"581",40,"6",0.969983681943349,2
"582",41,"6",0.970403209975378,2
"583",42,"6",0.970759386220617,2
"584",43,"6",0.971139638985724,2
"585",44,"6",0.971474366531848,2
"586",45,"6",0.971671524110468,2
"587",46,"6",0.971932530631157,2
"588",47,"6",0.972443109101152,2
"589",48,"6",0.972836216881291,2
"590",49,"6",0.973356525390288,2
"591",50,"6",0.973710713014417,2
"592",51,"6",0.974038764475386,2
"593",52,"6",0.974324202626855,2
"594",53,"6",0.974728744978377,2
"595",54,"6",0.975132364041526,2
"596",55,"6",0.975507219120762,2
"597",56,"6",0.976055013214387,2
"598",57,"6",0.976272341092838,2
"599",58,"6",0.976511330736952,2
"600",59,"6",0.976750391403248,2
"601",60,"6",0.97720294475014,2
"602",61,"6",0.977644347614379,2
"603",62,"6",0.977800454371515,2
"604",63,"6",0.978149173287591,2
"605",64,"6",0.978459824313848,2
"606",65,"6",0.978839721968042,2
"607",66,"6",0.979080629211083,2
"608",67,"6",0.979448453094252,2
"609",68,"6",0.979760311497611,2
"610",69,"6",0.980190137746103,2
"611",70,"6",0.980547876479357,2
"612",71,"6",0.980868470611163,2
"613",72,"6",0.981180684125434,2
"614",73,"6",0.981303623523342,2
"615",74,"6",0.981447727531635,2
"616",75,"6",0.981618677924914,2
"617",76,"6",0.981661930434056,2
"618",77,"6",0.981844457443082,2
"619",78,"6",0.981972652482495,2
"620",79,"6",0.982110080405633,2
"621",80,"6",0.982200136533044,2
"622",81,"6",0.982391115181787,2
"623",82,"6",0.982735927877826,2
"624",83,"6",0.982823711295396,2
"625",84,"6",0.983021579095842,2
"626",85,"6",0.983530950188734,2
"627",86,"6",0.984045008745672,2
"628",87,"6",0.98435885577014,2
"629",88,"6",0.984596424970604,2
"630",89,"6",0.984908638484875,2
"631",90,"6",0.98535614925681,2
"632",91,"6",0.985887963359372,2
"633",92,"6",0.986201952428206,2
"634",93,"6",0.986482703115629,2
"635",94,"6",0.986797118317558,2
"636",95,"6",0.987186674988572,2
"637",96,"6",0.987587737253152,2
"638",97,"6",0.988143840942129,2
"639",98,"6",0.988732756879422,2
"640",99,"6",0.989232113844581,2
"641",100,"6",0.989856469850941,2
"642",101,"6",0.990211296674713,2
"643",102,"6",0.990475144082702,2
"644",103,"6",0.990826632863896,2
"645",104,"6",0.99117528075779,2
"646",105,"6",0.991483659074206,2
"647",106,"6",0.991757094476832,2
"648",107,"6",0.991790119791695,2
"649",108,"6",0.991892675823225,2
"650",109,"6",0.992085145937801,2
"651",110,"6",0.992365683558677,2
"652",111,"6",0.992712342831461,2
"653",112,"6",0.992760637915561,2
"654",113,"6",0.992956943227992,2
"655",114,"6",0.993039328959693,2
"656",115,"6",0.993359141847492,2
"657",116,"6",0.993755516648026,2
"658",117,"6",0.994482996863376,2
"659",118,"6",0.994915663999168,2
"660",119,"6",0.995309553023315,2
"661",120,"6",0.995611113210211,2
"662",121,"6",0.995537392184776,2
"663",122,"6",0.995654649808084,2
"664",123,"6",0.995976593361358,2
"665",124,"6",0.996133268295953,2
"666",125,"6",0.996326022499259,2
"667",126,"6",0.996666360797801,2
"668",127,"6",0.996931415582892,2
"669",128,"6",0.997034255703152,2
"670",129,"6",0.997294978135111,2
"671",130,"6",0.997694193822945,2
"672",131,"6",0.998146960236384,2
"673",132,"6",0.998392696987836,2
"674",133,"6",0.99873339039729,2
"675",134,"6",0.999018473437846,2
"676",135,"6",0.999102918812839,2
"677",136,"6",0.999337931214732,2
"678",137,"6",0.999666621875344,2
"679",138,"6",0.999870810650032,2
"680",139,"6",1.00013075183798,2
"681",140,"6",1.00076157086295,2
"682",141,"6",1.00110475004879,2
"683",142,"6",1.00119551639803,2
"684",143,"6",1.00143542933051,2
"685",144,"6",1.00174167698145,2
"686",145,"6",1.00199643355008,2
"687",146,"6",1.00221503982782,2
"688",147,"6",1.00258492335428,2
"689",148,"6",1.00067343233447,2
"690",149,"6",1.00070837524826,2
"691",150,"6",1.0007897666694,2
"692",151,"6",1.00110901137974,2
"693",152,"6",1.00137328492083,2
"694",153,"6",1.00172108054853,2
"695",154,"6",1.00211994112545,2
"696",155,"6",1.00247718270343,2
"697",156,"6",1.00251233868377,2
"698",157,"6",1.00271155590568,2
"699",158,"6",1.00296034661098,2
"700",159,"6",1.00314699290659,2
"701",160,"6",1.00326780163902,2
"702",161,"6",1.00350892194861,2
"703",162,"6",1.00374166164066,2
"704",163,"6",1.00414180061687,2
"705",164,"6",1.00438121639408,2
"706",165,"6",1.00464392744715,2
"707",166,"6",1.00480706540035,2
"708",167,"6",1.00496828575463,2
"709",168,"6",1.00523575529392,2
"710",169,"6",1.00549647772588,2
"711",170,"6",1.00579945835643,2
"712",171,"6",1.00608134539877,2
"713",172,"6",1.00634888596025,2
"714",173,"6",1.00644789088266,2
"715",174,"6",1.00673631196579,2
"716",175,"6",1.00703126708971,2
"717",176,"6",1.00714774346901,2
"718",177,"6",1.00722608093631,2
"719",178,"6",1.00740250003764,2
"720",179,"6",1.00770242671434,2
"721",0,"8",0.969623836396959,7
"722",1,"8",1.43260628935383,7
"723",2,"8",1.61869658313524,7
"724",3,"8",1.69525168302818,7
"725",4,"8",1.72660999110853,7
"726",5,"8",1.74590810938322,7
"727",6,"8",1.75870774283692,7
"728",7,"8",1.76628363788129,7
"729",8,"8",1.77219691883358,7
"730",9,"8",1.7780421528244,7
"731",10,"8",1.7852324484204,7
"732",11,"8",1.79182846721951,7
"733",12,"8",1.79754894844762,7
"734",13,"8",1.80267288464679,7
"735",14,"8",1.8063927852075,7
"736",15,"8",1.80895815565516,7
"737",16,"8",1.81221760510987,7
"738",17,"8",1.81517764793409,7
"739",18,"8",1.81719183799379,7
"740",19,"8",1.81902230125751,7
"741",20,"8",1.82027436534867,7
"742",21,"8",1.82137218966049,7
"743",22,"8",1.82221824021485,7
"744",23,"8",1.8230642907692,7
"745",24,"8",1.82377651563266,7
"746",25,"8",1.82462483441906,7
"747",26,"8",1.82530757226587,7
"748",27,"8",1.82576348690776,7
"749",28,"8",1.82614681812408,7
"750",29,"8",1.82661180569417,7
"751",30,"8",1.8272355695077,7
"752",31,"8",1.8288346731024,7
"753",32,"8",1.8305630659239,7
"754",33,"8",1.83169037725235,7
"755",34,"8",1.83275417808343,7
"756",35,"8",1.83355032753271,7
"757",36,"8",1.83435101344608,7
"758",37,"8",1.83514262643125,7
"759",38,"8",1.83922771235188,7
"760",39,"8",1.84550391043205,7
"761",40,"8",1.84949373060662,7
"762",41,"8",1.85196610354026,7
"763",42,"8",1.85406421818578,7
"764",43,"8",1.85584478034441,7
"765",44,"8",1.85735088642508,7
"766",45,"8",1.85827178863706,7
"767",46,"8",1.86096644831153,7
"768",47,"8",1.86313034168648,7
"769",48,"8",1.86458201019797,7
"770",49,"8",1.86583634252119,7
"771",50,"8",1.86736513092235,7
"772",51,"8",1.86866029142245,7
"773",52,"8",1.87004164474042,7
"774",53,"8",1.87088089059863,7
"775",54,"8",1.87210346767316,7
"776",55,"8",1.8739815638099,7
